,decays,slopes
0,15,0.38568620630540984
1,30,0.3011589349307982
2,45,0.2685582518761412
3,60,0.2508047426588107
4,75,0.24018215516697236
5,90,0.23206736129186886
6,180,0.2122546028457053
7,285,0.2050827469599217
8,390,0.20264720381943735
9,480,0.20085856466594013
