,decays,slopes
0,15,0.44748308265367864
1,30,0.3600159080170746
2,45,0.32554721518420815
3,60,0.3038790921021674
4,75,0.294116923754586
5,90,0.2846475734664408
6,180,0.26392793824751387
7,285,0.2580428817366466
8,390,0.25475027850015125
9,480,0.2528487662119251
