,mean_acc,mean_AUC,mean_F1,std_acc,std_AUC,std_F1
binned_uniform_15ms,0.7540599942207337,0.9676419854164123,0.750358772277832,0.006471667238242801,0.0006006047348919623,0.00777067075702131
