,decays,slopes
0,15,0.3379675498805159
1,30,0.26589981381100497
2,45,0.2384284511656643
3,60,0.2260327487175794
4,75,0.21767983247449574
5,90,0.21223303951361958
6,180,0.20133448127046505
7,285,0.19843139647823987
8,390,0.1970100870728463
9,480,0.19606844788396774
