,mean_acc,mean_AUC,mean_F1,std_acc,std_AUC,std_F1
binned_uniform_15ms,0.31039999723434447,0.7463024854660034,0.29667762517929075,0.0067941156220566075,0.015232751646833477,0.01020656466884927
