,decays,slopes
0,15,1.7012732544927571
1,30,1.589270788819656
2,45,1.5502784993915166
3,60,1.5270893715702067
4,75,1.5221812460460005
5,90,1.5144448548863703
6,180,1.4998649152320682
7,285,1.4942055718066516
8,390,1.4845791581403727
9,480,1.4886871551962708
