,mean_acc,mean_AUC,mean_F1,std_acc,std_AUC,std_F1
binned_uniform_15ms,0.6510673046112061,0.9413092136383057,0.6254913806915283,0.002710851197528318,0.0036095249856956885,0.0033825399870616103
