,decays,slopes
0,15,0.3096266223802736
1,30,0.23796783065988802
2,45,0.21110775253258762
3,60,0.19731450871172926
4,75,0.18954971685134303
5,90,0.18440582142323972
6,180,0.1724292462702287
7,285,0.1695982527193749
8,390,0.1675496844792297
9,480,0.16704463588980464
