,mean_acc,mean_AUC,mean_F1,std_acc,std_AUC,std_F1
binned_uniform_15ms,0.856059992313385,0.9792742967605591,0.8539127826690673,0.0018456521555032586,0.0003635515260826824,0.002026655257355884
